date,cal_holiday,weather_temp,weather_rain_1h,weather_snow_1h,weather_clouds_all,weather_main,weather_description,traffic_volume
2018-03-17 08:00:00,None,266.76,0,0,5,Clear,sky is clear,3095
2018-03-17 09:00:00,None,268.41,0,0,5,Clear,sky is clear,3956
2018-03-17 10:00:00,None,271.5,0,0,1,Clear,sky is clear,4651
2018-03-17 11:00:00,None,274.22,0,0,1,Clear,sky is clear,5278
2018-03-17 12:00:00,None,276.35,0,0,1,Clear,sky is clear,5798
2018-03-17 13:00:00,None,278.09,0,0,1,Clear,sky is clear,5686
2018-03-17 14:00:00,None,279.08,0,0,1,Clear,sky is clear,5616
2018-03-17 15:00:00,None,280.22,0,0,1,Clear,sky is clear,5217
2018-03-17 16:00:00,None,280.86,0,0,5,Clear,sky is clear,4708
2018-03-17 17:00:00,None,280.72,0,0,1,Clear,sky is clear,4954
2018-03-17 18:00:00,None,281.02,0,0,5,Clear,sky is clear,4595
2018-03-17 19:00:00,None,280.65,0,0,5,Clear,sky is clear,3918
2018-03-17 20:00:00,None,277.65,0,0,5,Clear,sky is clear,3534
2018-03-17 21:00:00,None,275.95,0,0,1,Clear,sky is clear,3351
2018-03-17 22:00:00,None,273.73,0,0,1,Clear,sky is clear,3739
2018-03-17 23:00:00,None,272.75,0,0,1,Clear,sky is clear,2596
2018-03-18 00:00:00,None,271.37,0,0,1,Clear,sky is clear,1642
2018-03-18 01:00:00,None,270.3,0,0,1,Clear,sky is clear,1075
2018-03-18 02:00:00,None,269.76,0,0,1,Clear,sky is clear,719
2018-03-18 03:00:00,None,269.16,0,0,1,Clear,sky is clear,417
2018-03-18 04:00:00,None,268.69,0,0,1,Clear,sky is clear,321
2018-03-18 05:00:00,None,268.49,0,0,1,Clear,sky is clear,439
2018-03-18 06:00:00,None,268.22,0,0,1,Clear,sky is clear,761
2018-03-18 07:00:00,None,268.22,0,0,40,Clouds,scattered clouds,1020
2018-03-18 08:00:00,None,268.09,0,0,75,Clouds,broken clouds,1840
2018-03-18 09:00:00,None,270.55,0,0,90,Clouds,overcast clouds,2776
2018-03-18 10:00:00,None,272.62,0,0,75,Clouds,broken clouds,3658
2018-03-18 11:00:00,None,274.65,0,0,90,Clouds,overcast clouds,4175
2018-03-18 12:00:00,None,276.29,0,0,90,Clouds,overcast clouds,4575
2018-03-18 13:00:00,None,277.49,0,0,90,Clouds,overcast clouds,4713
2018-03-18 14:00:00,None,278.15,0,0,90,Clouds,overcast clouds,4783
2018-03-18 15:00:00,None,278.35,0,0,90,Clouds,overcast clouds,4797
2018-03-18 16:00:00,None,278.15,0,0,90,Clouds,overcast clouds,4727
2018-03-18 17:00:00,None,278.22,0,0,75,Clouds,broken clouds,4649
2018-03-18 18:00:00,None,278.29,0,0,90,Clouds,overcast clouds,3868
2018-03-18 19:00:00,None,277.43,0,0,90,Clouds,overcast clouds,3174
2018-03-18 20:00:00,None,276.79,0,0,90,Clouds,overcast clouds,2692
2018-03-18 21:00:00,None,276.61,0,0,90,Clouds,overcast clouds,2068
2018-03-18 22:00:00,None,276.29,0,0,90,Clouds,overcast clouds,1560
2018-03-18 23:00:00,None,276.15,0,0,90,Clouds,overcast clouds,966
2018-03-19 00:00:00,None,275.72,0,0,75,Clouds,broken clouds,540
2018-03-19 01:00:00,None,275.84,0,0,75,Haze,haze,293
2018-03-19 02:00:00,None,275.22,0,0,75,Clouds,broken clouds,254
2018-03-19 03:00:00,None,275.3,0,0,40,Clouds,scattered clouds,348
2018-03-19 04:00:00,None,274.81,0,0,90,Clouds,overcast clouds,819
2018-03-19 05:00:00,None,274.15,0,0,90,Clouds,overcast clouds,2788
2018-03-19 06:00:00,None,274.08,0,0,90,Clouds,overcast clouds,5370
2018-03-19 07:00:00,None,273.37,0,0,90,Clouds,overcast clouds,6710
2018-03-19 08:00:00,None,273.08,0,0,1,Clear,sky is clear,5983
2018-03-19 09:00:00,None,273.08,0,0,90,Clouds,overcast clouds,4958
2018-03-19 10:00:00,None,273.95,0,0,90,Clouds,overcast clouds,4320
2018-03-19 11:00:00,None,274.61,0,0,75,Clouds,broken clouds,4551
2018-03-19 12:00:00,None,275.64,0,0,90,Clouds,overcast clouds,4636
2018-03-19 13:00:00,None,276.22,0,0,90,Clouds,overcast clouds,4712
2018-03-19 14:00:00,None,277.34,0,0,75,Clouds,broken clouds,4974
2018-03-19 15:00:00,None,277.82,0,0,1,Clear,sky is clear,5694
2018-03-19 16:00:00,None,278.15,0,0,90,Clouds,overcast clouds,6470
2018-03-19 17:00:00,None,278.16,0,0,90,Clouds,overcast clouds,5955
2018-03-19 18:00:00,None,277.69,0,0,90,Clouds,overcast clouds,4314
2018-03-19 19:00:00,None,276.89,0,0,90,Clouds,overcast clouds,3201
2018-03-19 20:00:00,None,276.15,0,0,90,Clouds,overcast clouds,2582
2018-03-19 21:00:00,None,275.35,0,0,90,Clouds,overcast clouds,2628
2018-03-19 22:00:00,None,274.75,0,0,90,Clouds,overcast clouds,3231
2018-03-19 23:00:00,None,274.22,0,0,90,Clouds,overcast clouds,1086
2018-03-20 00:00:00,None,273.55,0,0,90,Clouds,overcast clouds,556
2018-03-20 01:00:00,None,273.35,0,0,90,Clouds,overcast clouds,337
2018-03-20 02:00:00,None,272.55,0,0,90,Clouds,overcast clouds,247
2018-03-20 03:00:00,None,272.42,0,0,40,Clouds,scattered clouds,353
2018-03-20 04:00:00,None,271.75,0,0,90,Clouds,overcast clouds,885
2018-03-20 05:00:00,None,271.62,0,0,90,Clouds,overcast clouds,2867
2018-03-20 06:00:00,None,271.35,0,0,90,Snow,light snow,5619
2018-03-20 07:00:00,None,271.01,0,0,90,Snow,light snow,6426
2018-03-20 08:00:00,None,270.36,0,0,90,Snow,light snow,5876
2018-03-20 09:00:00,None,270.68,0,0,90,Snow,light snow,5130
2018-03-20 10:00:00,None,271.08,0,0,90,Snow,light snow,4406
2018-03-20 11:00:00,None,271.08,0,0,90,Snow,light snow,4427
2018-03-20 12:00:00,None,271.36,0,0,90,Snow,light snow,4600
2018-03-20 13:00:00,None,272.08,0,0,90,Snow,light snow,4696
2018-03-20 14:00:00,None,272.21,0,0,90,Snow,light snow,4958
2018-03-20 15:00:00,None,272.29,0,0,90,Snow,light snow,5690
2018-03-20 16:00:00,None,272.46,0,0,90,Snow,light snow,6609
2018-03-20 17:00:00,None,272.46,0,0,90,Snow,light snow,6097
2018-03-20 18:00:00,None,272.22,0,0,90,Snow,light snow,4569
2018-03-20 19:00:00,None,272,0,0,90,Snow,light snow,3098
2018-03-20 20:00:00,None,271.61,0,0,90,Snow,light snow,2741
2018-03-20 21:00:00,None,271.22,0,0,90,Snow,light snow,2517
2018-03-20 22:00:00,None,270.95,0,0,40,Snow,light snow,1621
2018-03-20 23:00:00,None,269.94,0,0,1,Clear,sky is clear,1062
2018-03-21 00:00:00,None,269.44,0,0,1,Clear,sky is clear,578
2018-03-21 01:00:00,None,269.15,0,0,1,Clear,sky is clear,335
2018-03-21 02:00:00,None,268.55,0,0,1,Clear,sky is clear,261
2018-03-21 03:00:00,None,268.01,0,0,1,Mist,mist,353
2018-03-21 04:00:00,None,267.79,0,0,75,Mist,mist,893
2018-03-21 05:00:00,None,267.44,0,0,75,Mist,mist,2950
2018-03-21 06:00:00,None,267.22,0,0,90,Mist,mist,5538
2018-03-21 07:00:00,None,267.65,0,0,90,Clouds,overcast clouds,6840
2018-03-21 08:00:00,None,268.46,0,0,75,Mist,mist,6218
2018-03-21 09:00:00,None,269.29,0,0,90,Mist,mist,5356
2018-03-21 10:00:00,None,270.08,0,0,90,Snow,light snow,4551
2018-03-21 11:00:00,None,271.22,0,0,90,Snow,light snow,4807
2018-03-21 12:00:00,None,272.68,0,0,90,Clouds,overcast clouds,4993
2018-03-21 13:00:00,None,273.65,0,0,90,Clouds,overcast clouds,4879
2018-03-21 14:00:00,None,274.22,0,0,40,Clouds,scattered clouds,5173
2018-03-21 15:00:00,None,275.15,0,0,90,Clouds,overcast clouds,5863
2018-03-21 16:00:00,None,275.51,0,0,75,Clouds,broken clouds,6790
2018-03-21 17:00:00,None,275.58,0,0,90,Clouds,overcast clouds,6310
2018-03-21 18:00:00,None,275.49,0,0,75,Clouds,broken clouds,4591
2018-03-21 19:00:00,None,275.28,0,0,90,Clouds,overcast clouds,3493
2018-03-21 20:00:00,None,274.87,0,0,90,Clouds,overcast clouds,2991
2018-03-21 21:00:00,None,274.58,0,0,90,Clouds,overcast clouds,2592
2018-03-21 22:00:00,None,274.46,0,0,90,Clouds,overcast clouds,1664
2018-03-21 23:00:00,None,274.08,0,0,90,Clouds,overcast clouds,1093
2018-03-22 00:00:00,None,274,0,0,90,Clouds,overcast clouds,609
2018-03-22 01:00:00,None,273.36,0,0,90,Clouds,overcast clouds,346
2018-03-22 02:00:00,None,273.61,0,0,90,Clouds,overcast clouds,228
2018-03-22 03:00:00,None,273.54,0,0,90,Clouds,overcast clouds,330
2018-03-22 04:00:00,None,273.01,0,0,75,Clouds,broken clouds,868
2018-03-22 05:00:00,None,273.08,0,0,90,Clouds,overcast clouds,2903
2018-03-22 06:00:00,None,273.23,0,0,90,Clouds,overcast clouds,5530
2018-03-22 07:00:00,None,273.31,0,0,90,Clouds,overcast clouds,6833
2018-03-22 08:00:00,None,272.94,0,0,90,Clouds,overcast clouds,6206
2018-03-22 09:00:00,None,273.36,0,0,90,Haze,haze,5222
2018-03-22 10:00:00,None,274.01,0,0,90,Haze,haze,4573
2018-03-22 11:00:00,None,274.86,0,0,90,Haze,haze,5059
2018-03-22 12:00:00,None,275.79,0,0,90,Clouds,overcast clouds,5162
2018-03-22 13:00:00,None,276.62,0,0,75,Clouds,broken clouds,5165
2018-03-22 14:00:00,None,277.22,0,0,90,Clouds,overcast clouds,5386
2018-03-22 15:00:00,None,277.62,0,0,40,Clouds,scattered clouds,5963
2018-03-22 16:00:00,None,278.15,0,0,90,Clouds,overcast clouds,6918
2018-03-22 17:00:00,None,278.29,0,0,90,Clouds,overcast clouds,6374
2018-03-22 18:00:00,None,278.43,0,0,20,Clouds,few clouds,4694
2018-03-22 19:00:00,None,278.3,0,0,5,Clear,sky is clear,3737
2018-03-22 20:00:00,None,276.8,0,0,1,Clear,sky is clear,3510
2018-03-22 21:00:00,None,274.89,0,0,5,Clear,sky is clear,2896
2018-03-22 22:00:00,None,273.36,0,0,1,Clear,sky is clear,2298
2018-03-22 23:00:00,None,272.29,0,0,1,Clear,sky is clear,1235
2018-03-23 00:00:00,None,271,0,0,1,Clear,sky is clear,645
2018-03-23 01:00:00,None,270.58,0,0,1,Clear,sky is clear,379
2018-03-23 02:00:00,None,270.16,0,0,1,Clear,sky is clear,285
2018-03-23 03:00:00,None,269.87,0,0,1,Mist,mist,382
2018-03-23 04:00:00,None,269.08,0,0,1,Clear,sky is clear,800
2018-03-23 05:00:00,None,268.96,0,0,1,Clear,sky is clear,2744
2018-03-23 06:00:00,None,269.16,0,0,1,Clear,sky is clear,5245
2018-03-23 07:00:00,None,269.62,0,0,1,Clear,sky is clear,6407
2018-03-23 08:00:00,None,270.02,0,0,75,Clouds,broken clouds,5885
2018-03-23 09:00:00,None,272.36,0,0,75,Clouds,broken clouds,5294
2018-03-23 10:00:00,None,274.07,0,0,1,Clear,sky is clear,4876
2018-03-23 11:00:00,None,275.43,0,0,75,Clouds,broken clouds,5230
2018-03-23 12:00:00,None,276.22,0,0,90,Clouds,overcast clouds,5405
2018-03-23 13:00:00,None,276.65,0,0,75,Clouds,broken clouds,5369
2018-03-23 14:00:00,None,276.93,0,0,90,Clouds,overcast clouds,5525
2018-03-23 15:00:00,None,277.22,0,0,1,Clear,sky is clear,6042
2018-03-23 16:00:00,None,277.68,0,0,90,Clouds,overcast clouds,6712
2018-03-23 17:00:00,None,277.36,0,0,90,Clouds,overcast clouds,6248
2018-03-23 18:00:00,None,277.36,0,0,90,Clouds,overcast clouds,5041
2018-03-23 19:00:00,None,276.75,0,0,40,Clouds,scattered clouds,4067
2018-03-23 20:00:00,None,276.35,0,0,40,Clouds,scattered clouds,3229
2018-03-23 21:00:00,None,276.15,0,0,90,Thunderstorm,proximity thunderstorm,2915
2018-03-23 22:00:00,None,275.86,0,0,90,Clouds,overcast clouds,2928
2018-03-23 23:00:00,None,275.82,0,0,40,Clouds,scattered clouds,2932
2018-03-24 00:00:00,None,275.68,0,0,90,Clouds,overcast clouds,1453
2018-03-24 01:00:00,None,275.42,0,0,75,Clouds,broken clouds,950
2018-03-24 02:00:00,,,,,,,,
2018-03-24 03:00:00,,,,,,,,
2018-03-24 04:00:00,,,,,,,,
2018-03-24 05:00:00,,,,,,,,
2018-03-24 06:00:00,,,,,,,,
2018-03-24 07:00:00,,,,,,,,
2018-03-24 08:00:00,None,271.42,0,0,75,Clouds,broken clouds,3049
2018-03-24 09:00:00,None,271.15,0,0,75,Clouds,broken clouds,3912
2018-03-24 10:00:00,None,271.48,0,0,75,Clouds,broken clouds,4466
2018-03-24 11:00:00,None,272.36,0,0,75,Clouds,broken clouds,6006
2018-03-24 12:00:00,None,272.93,0,0,1,Clear,sky is clear,6470
2018-03-24 13:00:00,None,274.22,0,0,1,Clear,sky is clear,5148
2018-03-24 14:00:00,None,275.22,0,0,1,Clear,sky is clear,4994
2018-03-24 15:00:00,None,275.86,0,0,1,Clear,sky is clear,5019
2018-03-24 16:00:00,None,276.36,0,0,1,Clear,sky is clear,4874
2018-03-24 17:00:00,None,277.08,0,0,1,Clear,sky is clear,4787
2018-03-24 18:00:00,None,277.32,0,0,1,Clear,sky is clear,4511
2018-03-24 19:00:00,None,277,0,0,1,Clear,sky is clear,3788
2018-03-24 20:00:00,None,275.49,0,0,5,Clear,sky is clear,3044
2018-03-24 21:00:00,None,275.35,0,0,20,Clouds,few clouds,3602
2018-03-24 22:00:00,None,274.08,0,0,20,Clouds,few clouds,4409
2018-03-24 23:00:00,None,273.8,0,0,1,Clear,sky is clear,2104
2018-03-25 00:00:00,None,273.51,0,0,1,Clear,sky is clear,1324
2018-03-25 01:00:00,None,273.01,0,0,1,Clear,sky is clear,795
2018-03-25 02:00:00,None,272.79,0,0,1,Clear,sky is clear,658
2018-03-25 03:00:00,None,272.22,0,0,1,Clear,sky is clear,340
2018-03-25 04:00:00,None,272.08,0,0,1,Clear,sky is clear,274
2018-03-25 05:00:00,None,271.87,0,0,40,Clouds,scattered clouds,440
2018-03-25 06:00:00,None,271.65,0,0,90,Clouds,overcast clouds,771
2018-03-25 07:00:00,None,271.37,0,0,75,Clouds,broken clouds,1158
2018-03-25 08:00:00,None,271.15,0,0,75,Clouds,broken clouds,1847
2018-03-25 09:00:00,None,271.51,0,0,1,Clear,sky is clear,2788
2018-03-25 10:00:00,None,272.36,0,0,1,Clear,sky is clear,3617
2018-03-25 11:00:00,None,273.62,0,0,1,Clear,sky is clear,3939
2018-03-25 12:00:00,None,274.72,0,0,40,Clouds,scattered clouds,4628
2018-03-25 13:00:00,None,276.07,0,0,40,Clouds,scattered clouds,4615
2018-03-25 14:00:00,None,277.08,0,0,40,Clouds,scattered clouds,4447
2018-03-25 15:00:00,None,278.01,0,0,90,Clouds,overcast clouds,4447
2018-03-25 16:00:00,None,278.87,0,0,90,Clouds,overcast clouds,4540
2018-03-25 17:00:00,None,278.86,0,0,90,Clouds,overcast clouds,4345
2018-03-25 18:00:00,None,278.48,0,0,90,Clouds,overcast clouds,3799
2018-03-25 19:00:00,None,278.48,0,0,90,Clouds,overcast clouds,2980
2018-03-25 20:00:00,None,277.82,0,0,90,Clouds,overcast clouds,2784
2018-03-25 21:00:00,None,277.41,0,0,20,Clouds,few clouds,3967
2018-03-25 22:00:00,None,277.35,0,0,90,Clouds,overcast clouds,1794
2018-03-25 23:00:00,None,277.28,0,0,90,Clouds,overcast clouds,984
2018-03-26 00:00:00,None,277.15,0,0,90,Clouds,overcast clouds,518
2018-03-26 01:00:00,None,276.95,0,0,90,Clouds,overcast clouds,325
2018-03-26 02:00:00,None,276.65,0,0,90,Snow,light snow,248
2018-03-26 03:00:00,None,275.56,0,0,90,Snow,light snow,336
2018-03-26 04:00:00,None,272.13,0,0,92,Clouds,overcast clouds,851
2018-03-26 05:00:00,None,273.15,0,0,90,Snow,snow,2625
2018-03-26 06:00:00,None,273.23,0,0,90,Snow,light snow,5213
2018-03-26 07:00:00,None,273.22,0,0,90,Snow,light snow,6382
2018-03-26 08:00:00,None,273.15,0,0,90,Clouds,overcast clouds,5654
2018-03-26 09:00:00,None,273.28,0,0,90,Clouds,overcast clouds,4843
2018-03-26 10:00:00,None,273.58,0,0,90,Clouds,overcast clouds,4129
2018-03-26 11:00:00,None,274.41,0,0,75,Rain,light rain,4370
2018-03-26 12:00:00,None,274.95,0,0,40,Clouds,scattered clouds,4562
2018-03-26 13:00:00,None,275.08,0,0,90,Clouds,overcast clouds,4661
2018-03-26 14:00:00,None,275.28,0,0,90,Rain,moderate rain,4992
2018-03-26 15:00:00,None,275.42,0,0,90,Rain,light rain,5494
2018-03-26 16:00:00,None,275.3,0,0,90,Rain,light rain,6402
2018-03-26 17:00:00,None,275.01,0,0,90,Rain,light rain,5956
2018-03-26 18:00:00,None,274.51,0,0,90,Rain,moderate rain,4041
2018-03-26 19:00:00,None,274.36,0,0,90,Rain,moderate rain,3000
2018-03-26 20:00:00,None,274.22,0,0,90,Rain,proximity shower rain,2500
2018-03-26 21:00:00,None,274.08,0,0,90,Rain,moderate rain,2012
2018-03-26 22:00:00,None,274.08,0,0,90,Rain,light rain,1413
2018-03-26 23:00:00,None,274.15,0,0,90,Rain,moderate rain,877
2018-03-27 00:00:00,None,274.08,0,0,90,Drizzle,light intensity drizzle,516
2018-03-27 01:00:00,None,274.15,0,0,90,Mist,mist,313
2018-03-27 02:00:00,None,274,0,0,90,Mist,mist,249
2018-03-27 03:00:00,None,273.94,0,0,90,Mist,mist,344
2018-03-27 04:00:00,None,274,0,0,90,Mist,mist,879
2018-03-27 05:00:00,None,273.92,0,0,90,Mist,mist,2781
2018-03-27 06:00:00,None,273.92,0,0,90,Mist,mist,5421
2018-03-27 07:00:00,None,273.84,0,0,90,Mist,mist,6696
2018-03-27 08:00:00,None,273.84,0,0,90,Mist,mist,5970
2018-03-27 09:00:00,None,273.94,0,0,90,Mist,mist,5088
2018-03-27 10:00:00,None,274.08,0,0,90,Mist,mist,4388
2018-03-27 11:00:00,None,274.29,0,0,90,Clouds,overcast clouds,4466
2018-03-27 12:00:00,None,274.65,0,0,90,Mist,mist,5025
2018-03-27 13:00:00,None,275.43,0,0,90,Clouds,overcast clouds,4793
2018-03-27 14:00:00,None,276.65,0,0,40,Clouds,scattered clouds,5374
2018-03-27 15:00:00,None,277.81,0,0,20,Clouds,few clouds,5801
2018-03-27 16:00:00,None,279.28,0,0,20,Clouds,few clouds,6868
2018-03-27 17:00:00,None,280.68,0,0,1,Clear,sky is clear,6139
2018-03-27 18:00:00,None,281,0,0,5,Clear,sky is clear,4715
2018-03-27 19:00:00,None,281.07,0,0,5,Clear,sky is clear,3441
2018-03-27 20:00:00,None,279.73,0,0,5,Clear,sky is clear,2952
2018-03-27 21:00:00,None,277.55,0,0,5,Clear,sky is clear,2415
2018-03-27 22:00:00,None,276.48,0,0,1,Clear,sky is clear,2058
2018-03-27 23:00:00,None,275.68,0,0,1,Clear,sky is clear,1060
2018-03-28 00:00:00,None,274.79,0,0,1,Clear,sky is clear,600
2018-03-28 01:00:00,None,274.65,0,0,1,Haze,haze,380
2018-03-28 02:00:00,None,273.75,0,0,1,Mist,mist,263
2018-03-28 03:00:00,None,273.22,0,0,1,Mist,mist,352
2018-03-28 04:00:00,None,272.86,0,0,1,Mist,mist,859
2018-03-28 05:00:00,None,272.95,0,0,1,Mist,mist,2825
2018-03-28 06:00:00,None,272.76,0,0,1,Mist,mist,5355
2018-03-28 07:00:00,None,272.62,0,0,5,Mist,mist,6650
2018-03-28 08:00:00,None,273.08,0,0,1,Mist,mist,6014
2018-03-28 09:00:00,None,274.81,0,0,40,Mist,mist,5082
2018-03-28 10:00:00,None,276.72,0,0,1,Mist,mist,4655
2018-03-28 11:00:00,None,279.61,0,0,75,Clouds,broken clouds,4775
2018-03-28 12:00:00,None,280.94,0,0,40,Clouds,scattered clouds,5066
2018-03-28 13:00:00,None,281.81,0,0,75,Clouds,broken clouds,5197
2018-03-28 14:00:00,None,282.44,0,0,90,Clouds,overcast clouds,5484
2018-03-28 15:00:00,None,282.68,0,0,90,Clouds,overcast clouds,5938
2018-03-28 16:00:00,None,282.48,0,0,40,Clouds,scattered clouds,6988
2018-03-28 17:00:00,None,281.5,0,0,90,Rain,light rain,6540
2018-03-28 18:00:00,None,281.35,0,0,90,Clouds,overcast clouds,4918
2018-03-28 19:00:00,None,280.48,0,0,90,Clouds,overcast clouds,3392
2018-03-28 20:00:00,None,279.08,0,0,40,Clouds,scattered clouds,3105
2018-03-28 21:00:00,None,277.61,0,0,75,Clouds,broken clouds,2616
2018-03-28 22:00:00,None,276.38,0,0,1,Clear,sky is clear,1736
2018-03-28 23:00:00,None,275.3,0,0,1,Clear,sky is clear,1132
2018-03-29 00:00:00,None,273.49,0,0,1,Clear,sky is clear,553
2018-03-29 01:00:00,None,272.42,0,0,1,Clear,sky is clear,354
2018-03-29 02:00:00,,,,,,,,
2018-03-29 03:00:00,None,270.82,0,0,1,Clear,sky is clear,353
2018-03-29 04:00:00,None,270.22,0,0,1,Clear,sky is clear,859
2018-03-29 05:00:00,None,269.48,0,0,1,Clear,sky is clear,2804
2018-03-29 06:00:00,None,268.82,0,0,1,Clear,sky is clear,5405
2018-03-29 07:00:00,None,268.35,0,0,40,Clouds,scattered clouds,6460
2018-03-29 08:00:00,None,268.15,0,0,5,Clear,sky is clear,6002
2018-03-29 09:00:00,None,269.15,0,0,20,Clouds,few clouds,4995
2018-03-29 10:00:00,None,270.01,0,0,20,Clouds,few clouds,4579
2018-03-29 11:00:00,None,270.88,0,0,5,Clear,sky is clear,5058
2018-03-29 12:00:00,None,272.08,0,0,1,Clear,sky is clear,5252
2018-03-29 13:00:00,None,273,0,0,1,Clear,sky is clear,5338
2018-03-29 14:00:00,None,274.48,0,0,20,Clouds,few clouds,5562
2018-03-29 15:00:00,None,275.36,0,0,1,Snow,light snow,6040
2018-03-29 16:00:00,None,276.43,0,0,20,Clouds,few clouds,6573
2018-03-29 17:00:00,None,276.88,0,0,20,Clouds,few clouds,6034
2018-03-29 18:00:00,None,277.3,0,0,1,Clear,sky is clear,5050
2018-03-29 19:00:00,None,276.69,0,0,1,Clear,sky is clear,3656
2018-03-29 20:00:00,None,275.58,0,0,5,Clear,sky is clear,3373
2018-03-29 21:00:00,None,274.3,0,0,5,Clear,sky is clear,3584
2018-03-29 22:00:00,None,272.89,0,0,1,Clear,sky is clear,3691
2018-03-29 23:00:00,None,272.8,0,0,1,Clear,sky is clear,1484
2018-03-30 00:00:00,None,272.3,0,0,1,Clear,sky is clear,817
2018-03-30 01:00:00,None,271.93,0,0,1,Clear,sky is clear,413
2018-03-30 02:00:00,None,271.22,0,0,1,Clear,sky is clear,329
2018-03-30 03:00:00,None,270.09,0,0,1,Clear,sky is clear,359
2018-03-30 04:00:00,None,269.65,0,0,1,Clear,sky is clear,749
2018-03-30 05:00:00,None,269.15,0,0,1,Clear,sky is clear,2367
2018-03-30 06:00:00,None,268.89,0,0,1,Clear,sky is clear,4463
2018-03-30 07:00:00,None,268.55,0,0,75,Clouds,broken clouds,5449
2018-03-30 08:00:00,None,269.01,0,0,40,Clouds,scattered clouds,5227
2018-03-30 09:00:00,None,270.74,0,0,75,Clouds,broken clouds,4964
2018-03-30 10:00:00,None,272.68,0,0,75,Snow,light snow,4892
2018-03-30 11:00:00,None,274.27,0,0,75,Snow,light snow,5350
2018-03-30 12:00:00,None,275.64,0,0,90,Snow,light snow,5783
2018-03-30 13:00:00,None,275.72,0,0,90,Snow,light snow,5589
2018-03-30 14:00:00,None,276.43,0,0,90,Snow,light snow,5713
2018-03-30 15:00:00,None,276,0,0,90,Snow,light snow,5936
2018-03-30 16:00:00,None,275.55,0,0,90,Snow,light snow,6137
2018-03-30 17:00:00,None,275.68,0,0,90,Clouds,overcast clouds,5289
2018-03-30 18:00:00,None,275.22,0,0,90,Clouds,overcast clouds,4573
2018-03-30 19:00:00,None,274.69,0,0,75,Clouds,broken clouds,3604
2018-03-30 20:00:00,None,274.15,0,0,1,Clear,sky is clear,3233
2018-03-30 21:00:00,None,273.29,0,0,90,Clouds,overcast clouds,3024
2018-03-30 22:00:00,None,272.95,0,0,75,Clouds,broken clouds,2358
2018-03-30 23:00:00,None,272.48,0,0,90,Snow,light snow,1685
2018-03-31 00:00:00,None,271.8,0,0,90,Snow,snow,963
2018-03-31 01:00:00,None,271.86,0,0,90,Snow,snow,580
2018-03-31 02:00:00,None,272.15,0,0,90,Snow,heavy snow,485
2018-03-31 03:00:00,None,272.86,0,0,90,Snow,snow,386
2018-03-31 04:00:00,None,273,0,0,90,Mist,mist,352
2018-03-31 05:00:00,None,272.72,0,0,90,Rain,light rain,588
2018-03-31 06:00:00,None,271.72,0,0,90,Snow,snow,1045
2018-03-31 07:00:00,None,270.58,0,0,90,Mist,mist,1556
2018-03-31 08:00:00,None,269.93,0,0,90,Snow,light snow,2289
2018-03-31 09:00:00,None,269.29,0,0,90,Snow,light snow,3092
2018-03-31 10:00:00,None,268.95,0,0,75,Snow,light snow,3629
2018-03-31 11:00:00,None,268.36,0,0,1,Haze,haze,4051
2018-03-31 12:00:00,None,268.84,0,0,40,Clouds,scattered clouds,4348
2018-03-31 13:00:00,None,269.3,0,0,40,Clouds,scattered clouds,4337
2018-03-31 14:00:00,None,269.69,0,0,1,Clear,sky is clear,4548
2018-03-31 15:00:00,None,269.69,0,0,20,Clouds,few clouds,4400
2018-03-31 16:00:00,None,269.69,0,0,5,Clear,sky is clear,4222
2018-03-31 17:00:00,None,269.84,0,0,20,Clouds,few clouds,4155
2018-03-31 18:00:00,None,269.01,0,0,20,Clouds,few clouds,3993
2018-03-31 19:00:00,None,267.94,0,0,5,Clear,sky is clear,3333
2018-03-31 20:00:00,None,266.58,0,0,5,Clear,sky is clear,2910
2018-03-31 21:00:00,None,265.22,0,0,5,Clear,sky is clear,2761
2018-03-31 22:00:00,None,264.31,0,0,1,Clear,sky is clear,2695
2018-03-31 23:00:00,None,263.15,0,0,1,Clear,sky is clear,1771
2018-04-01 00:00:00,None,262.65,0,0,1,Clear,sky is clear,1128
2018-04-01 01:00:00,None,262.15,0,0,1,Clear,sky is clear,652
2018-04-01 02:00:00,None,261.79,0,0,1,Clear,sky is clear,520
2018-04-01 03:00:00,None,261.72,0,0,1,Clear,sky is clear,313
2018-04-01 04:00:00,None,261.65,0,0,1,Clear,sky is clear,249
2018-04-01 05:00:00,None,261.22,0,0,1,Clear,sky is clear,426
2018-04-01 06:00:00,None,261.07,0,0,1,Clear,sky is clear,751
2018-04-01 07:00:00,None,260.99,0,0,5,Clear,sky is clear,978
2018-04-01 08:00:00,None,261.22,0,0,5,Clear,sky is clear,1718
2018-04-01 09:00:00,None,262.86,0,0,5,Clear,sky is clear,2444
2018-04-01 10:00:00,None,264.37,0,0,5,Clear,sky is clear,3306
2018-04-01 11:00:00,None,265.83,0,0,5,Clear,sky is clear,3641
2018-04-01 12:00:00,None,267.29,0,0,5,Clear,sky is clear,3964
2018-04-01 13:00:00,None,268.79,0,0,5,Clear,sky is clear,4043
2018-04-01 14:00:00,None,269.93,0,0,5,Clear,sky is clear,3996
2018-04-01 15:00:00,None,270.79,0,0,5,Clear,sky is clear,4102
2018-04-01 16:00:00,None,271.68,0,0,20,Clouds,few clouds,4679
2018-04-01 17:00:00,None,271.82,0,0,1,Clear,sky is clear,4569
